Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Settlement_Date_missing,FNOL_Month_Num,FNOL_DayOfWeek,FNOL_IsWeekend,Ultimate_Claim_Amount_Capped,is_extreme_claim,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band,num_third_parties,max_injury_severity,has_minor,has_serious,has_fatality,has_pedestrian,has_passenger,has_driver
CLM31841,POL13634,2022-02-25,2022-02-25,Theft,Medium,False,False,17151,6836.5,Major,,open,1,2,4,False,6836.5,False,CUST23634,25,Male,Unemployed,Liverpool,18350,3,SUV,4,Good,,,,,,,,
CLM31842,POL11589,2023-09-19,2023-09-19,Collision,Low,True,False,1795,1522.0,Minor,2023-10-21,settled,0,9,1,False,1522.0,False,CUST21589,39,Male,Self-Employed,Liverpool,12253,21,Coupe,0,Fair,,,,,,,,
CLM31843,POL13552,2025-06-22,2025-06-22,Other,Low,False,False,6678,5494.0,Moderate,2025-09-17,settled,0,6,6,True,5494.0,False,CUST23552,31,Male,Self-Employed,London,9235,10,Van,8,Excellent,,,,,,,,
CLM31844,POL12355,2023-06-30,2023-06-30,Weather,Medium,False,True,88749,78597.0,Severe,2023-10-29,settled,0,6,4,False,78597.0,False,CUST22355,38,Female,Employed,Glasgow,8301,17,Sedan,1,Excellent,1.0,1.0,True,False,False,False,True,False
CLM31845,POL11081,2020-08-01,2020-08-04,Collision,Low,False,False,1698,2540.0,Minor,,open,1,8,1,False,2540.0,False,CUST21081,22,Male,Employed,Edinburgh,8790,2,Motorcycle,1,Excellent,,,,,,,,
CLM31846,POL11293,2023-09-11,2023-09-12,Collision,Medium,False,False,1599,1056.0,Minor,2023-12-02,settled,0,9,1,False,1056.0,False,CUST21293,34,Female,Employed,Manchester,9875,12,Van,7,Good,,,,,,,,
CLM31847,POL11139,2022-08-28,2022-09-03,Collision,Low,False,False,1565,875.0,Minor,2022-11-27,settled,0,9,5,True,875.0,False,CUST21139,38,Male,Employed,Leeds,11822,19,SUV,11,Good,,,,,,,,
CLM31848,POL12636,2023-09-24,2023-09-26,Collision,Low,False,False,2254,1217.0,Minor,2023-10-26,settled,0,9,1,False,1217.0,False,CUST22636,41,Male,Self-Employed,Newcastle,12533,21,Van,18,Good,,,,,,,,
CLM31849,POL14370,2019-03-11,2019-03-11,Collision,Low,True,False,20142,17323.0,Major,2019-05-17,settled,0,3,0,False,17323.0,False,CUST24370,46,Female,Unemployed,Manchester,16960,25,Hatchback,9,Excellent,,,,,,,,
CLM31850,POL13710,2022-09-02,2022-09-03,Collision,Low,False,False,2015,1558.0,Minor,2022-11-06,settled,0,9,5,True,1558.0,False,CUST23710,50,Male,Employed,Cardiff,9530,30,Hatchback,12,Poor,,,,,,,,
CLM31851,POL12167,2025-08-11,2025-08-13,Weather,Low,False,False,8112,5496.0,Moderate,2025-11-11,settled,0,8,2,False,5496.0,False,CUST22167,55,Female,Self-Employed,Cardiff,16402,34,Sedan,5,Good,1.0,1.0,True,False,False,False,False,True
CLM31852,POL11599,2023-08-05,2023-08-05,Vandalism,Medium,False,True,1142,851.0,Minor,2023-10-07,settled,0,8,5,True,851.0,False,CUST21599,27,Male,Employed,Glasgow,4632,5,Hatchback,0,Excellent,1.0,1.0,True,False,False,True,False,False
CLM31853,POL13537,2021-10-17,2021-10-17,Collision,Low,False,False,2213,1460.0,Minor,2021-12-17,settled,0,10,6,True,1460.0,False,CUST23537,45,Female,Employed,Liverpool,7810,25,SUV,2,Fair,1.0,1.0,True,False,False,False,True,False
CLM31854,POL14958,2019-05-11,2019-05-12,Collision,Low,False,False,4637,3176.0,Moderate,2019-06-25,settled,0,5,6,True,3176.0,False,CUST24958,62,Female,Employed,London,12407,40,SUV,12,Excellent,,,,,,,,
CLM31855,POL14477,2019-07-23,2019-07-23,Weather,Low,False,False,3046,1663.0,Minor,2019-09-17,settled,0,7,1,False,1663.0,False,CUST24477,67,Female,Retired,London,12780,48,Motorcycle,16,Good,,,,,,,,
CLM31856,POL10492,2023-04-09,2023-04-09,Weather,Low,False,False,21300,14996.0,Major,2023-06-02,settled,0,4,6,True,14996.0,False,CUST20492,60,Female,Employed,Leeds,14173,39,Van,7,Good,,,,,,,,
CLM31857,POL13774,2022-10-16,2022-10-16,Collision,Low,False,False,3192,2540.0,Minor,,open,1,10,6,True,2540.0,False,CUST23774,27,Male,Unemployed,Leeds,10410,7,Sedan,17,Good,2.0,1.0,True,False,False,False,True,False
CLM31858,POL13106,2024-06-20,2024-06-20,Weather,Medium,False,False,11256,7125.0,Moderate,2024-11-26,settled,0,6,3,False,7125.0,False,CUST23106,24,Male,Employed,Newcastle,12123,3,Hatchback,18,Excellent,2.0,2.0,True,True,False,False,True,False
CLM31859,POL13466,2020-07-05,2020-07-07,Collision,Medium,False,False,4799,2540.0,Moderate,,open,1,7,1,False,2540.0,False,CUST23466,48,Female,Unemployed,Edinburgh,16812,26,SUV,17,Fair,,,,,,,,
CLM31860,POL10049,2019-01-24,2019-01-24,Collision,Low,False,False,1980,1505.0,Minor,2019-04-10,settled,0,1,3,False,1505.0,False,CUST20049,53,Male,Retired,Cardiff,10578,32,Sedan,8,Good,1.0,1.0,True,False,False,True,False,False
CLM31861,POL10588,2020-04-25,2020-04-26,Collision,Low,False,False,1620,1221.0,Minor,2020-06-04,settled,0,4,6,True,1221.0,False,CUST20588,66,Female,Retired,Birmingham,11847,44,Hatchback,10,Good,,,,,,,,
CLM31862,POL11780,2025-07-12,2025-07-14,Collision,High,False,False,1157,1363.0,Minor,2026-01-31,settled,0,7,0,False,1363.0,False,CUST21780,68,Female,Retired,London,12790,49,Hatchback,17,Excellent,,,,,,,,
CLM31863,POL13305,2023-08-18,2023-08-21,Collision,Medium,False,True,6630,6196.0,Moderate,2023-11-26,settled,0,8,0,False,6196.0,False,CUST23305,52,Male,Employed,Newcastle,7024,30,SUV,4,Fair,,,,,,,,
CLM31864,POL12108,2019-02-08,2019-02-12,Collision,High,False,False,42127,39417.0,Severe,2019-12-13,settled,0,2,1,False,39417.0,False,CUST22108,65,Female,Unemployed,London,12625,44,Sedan,5,Fair,2.0,2.0,True,True,False,True,False,True
CLM31865,POL13261,2020-02-18,2020-02-25,Collision,Medium,False,False,1156,980.0,Minor,2020-04-27,settled,0,2,1,False,980.0,False,CUST23261,24,Female,Employed,Glasgow,12800,2,Hatchback,0,Good,,,,,,,,
CLM31866,POL10113,2019-06-21,2019-06-28,Fire,Low,False,False,92113,79588.0,Major,2019-09-02,settled,0,6,4,False,79588.0,False,CUST20113,76,Male,Retired,Bristol,17086,58,Coupe,2,Fair,,,,,,,,
CLM31867,POL10800,2021-05-12,2021-05-12,Vandalism,High,False,False,992,536.0,Minor,2021-11-27,settled,0,5,2,False,536.0,False,CUST20800,32,Male,Employed,Edinburgh,15912,11,Hatchback,17,Excellent,,,,,,,,
CLM31868,POL11497,2022-10-28,2022-11-03,Weather,Low,True,False,3825,3409.0,Minor,2022-12-24,settled,0,11,3,False,3409.0,False,CUST21497,73,Male,Unemployed,Bristol,13177,51,Coupe,14,Good,,,,,,,,
CLM31869,POL14912,2022-10-11,2022-10-11,Fire,Low,False,False,42984,56367.0,Moderate,2022-12-26,settled,0,10,1,False,56367.0,False,CUST24912,77,Male,Retired,Newcastle,18492,55,Motorcycle,12,Fair,1.0,1.0,True,False,False,True,False,False
CLM31870,POL11766,2023-01-04,2023-01-05,Collision,Low,False,False,2539,2164.0,Minor,2023-02-08,settled,0,1,3,False,2164.0,False,CUST21766,44,Male,Employed,Leeds,16120,24,Motorcycle,5,Good,,,,,,,,
CLM31871,POL14945,2025-01-28,2025-01-28,Weather,Low,False,True,6178,4989.0,Moderate,2025-03-10,settled,0,1,1,False,4989.0,False,CUST24945,53,Male,Employed,Liverpool,11031,32,Sedan,5,Good,,,,,,,,
CLM31872,POL14798,2019-01-29,2019-01-29,Vandalism,Low,False,True,860,708.0,Minor,2019-03-07,settled,0,1,1,False,708.0,False,CUST24798,79,Female,Retired,Liverpool,11703,61,Hatchback,3,Fair,1.0,1.0,True,False,False,False,False,True
CLM31873,POL10172,2025-07-02,2025-07-03,Collision,Low,False,True,5392,3605.0,Moderate,2025-08-17,settled,0,7,3,False,3605.0,False,CUST20172,78,Female,Retired,Glasgow,15495,57,Sedan,16,Good,,,,,,,,
CLM31874,POL13347,2020-06-08,2020-06-10,Collision,Low,False,False,1905,2782.0,Minor,2020-07-21,settled,0,6,2,False,2782.0,False,CUST23347,33,Female,Self-Employed,Bristol,22533,12,Hatchback,11,Poor,,,,,,,,
CLM31875,POL14722,2023-10-05,2023-10-07,Collision,Low,False,False,1766,945.0,Minor,2023-11-27,settled,0,10,5,True,945.0,False,CUST24722,46,Female,Employed,Birmingham,13894,26,Hatchback,7,Excellent,,,,,,,,
CLM31876,POL14687,2022-11-16,2022-11-17,Collision,Medium,False,False,10728,14393.0,Major,2023-02-23,settled,0,11,3,False,14393.0,False,CUST24687,73,Male,Retired,Manchester,10762,53,Sedan,11,Excellent,,,,,,,,
CLM31877,POL10032,2022-11-20,2022-11-20,Vandalism,Medium,False,False,79422,70960.0,Catastrophic,2023-04-14,settled,0,11,6,True,70960.0,False,CUST20032,35,Male,Employed,Bristol,14520,16,SUV,1,Excellent,,,,,,,,
CLM31878,POL13562,2023-09-11,2023-09-11,Collision,Low,False,False,1636,833.0,Minor,2023-11-23,settled,0,9,0,False,833.0,False,CUST23562,72,Male,Retired,Edinburgh,4916,52,Sedan,15,Good,,,,,,,,
CLM31879,POL11020,2019-07-30,2019-08-04,Collision,Medium,False,False,5502,3365.0,Moderate,2020-01-15,settled,0,8,6,True,3365.0,False,CUST21020,70,Male,Self-Employed,Birmingham,10959,49,Sedan,19,Good,,,,,,,,
CLM31880,POL10562,2025-02-24,2025-02-24,Collision,Medium,False,False,45573,39221.0,Severe,2025-06-04,settled,0,2,0,False,39221.0,False,CUST20562,61,Female,Retired,Birmingham,22534,39,Sedan,9,Good,,,,,,,,
CLM31881,POL10031,2020-04-04,2020-04-04,Vandalism,High,False,False,55285,74144.0,Catastrophic,2021-09-22,settled,0,4,5,True,74144.0,False,CUST20031,48,Male,Student,Glasgow,14026,26,Hatchback,0,Good,,,,,,,,
CLM31882,POL12423,2024-08-26,2024-08-26,Collision,Low,False,True,7227,6036.0,Moderate,2024-10-26,settled,0,8,0,False,6036.0,False,CUST22423,35,Female,Unemployed,London,11408,16,Hatchback,16,Good,,,,,,,,
CLM31883,POL13104,2022-10-31,2022-11-03,Collision,Low,False,False,2057,1235.0,Minor,2023-01-29,settled,0,11,3,False,1235.0,False,CUST23104,26,Male,Student,London,12143,7,Hatchback,2,Excellent,,,,,,,,
CLM31884,POL13783,2023-03-07,2023-03-07,Weather,High,False,False,19855,17653.0,Major,2024-07-01,settled,0,3,1,False,17653.0,False,CUST23783,35,Female,Employed,Glasgow,12521,16,Coupe,16,Fair,,,,,,,,
CLM31885,POL13213,2022-03-29,2022-04-05,Other,Low,False,False,2573,1406.0,Minor,2022-07-03,settled,0,4,1,False,1406.0,False,CUST23213,30,Male,Employed,Manchester,8518,10,Sedan,14,Good,,,,,,,,
CLM31886,POL14678,2021-11-03,2021-11-05,Collision,Medium,False,False,13080,11806.0,Major,2022-03-23,settled,0,11,4,False,11806.0,False,CUST24678,44,Female,Employed,Newcastle,8766,24,Sedan,5,Excellent,,,,,,,,
CLM31887,POL14269,2021-07-07,2021-07-07,Collision,Low,False,False,2518,1962.0,Minor,2021-09-11,settled,0,7,2,False,1962.0,False,CUST24269,67,Male,Unemployed,London,15513,48,Hatchback,11,Excellent,1.0,1.0,True,False,False,False,True,False
CLM31888,POL13118,2019-12-27,2020-01-01,Collision,Low,False,False,4402,3616.0,Moderate,2020-03-16,settled,0,1,2,False,3616.0,False,CUST23118,52,Female,Employed,Birmingham,9943,32,SUV,20,Fair,,,,,,,,
CLM31889,POL11291,2019-01-03,2019-01-04,Collision,Low,False,False,1856,985.0,Minor,2019-03-05,settled,0,1,4,False,985.0,False,CUST21291,29,Male,Student,Bristol,10545,9,Coupe,19,Excellent,1.0,1.0,True,False,False,False,False,True
CLM31890,POL14259,2020-10-20,2020-10-20,Collision,Medium,False,True,5458,3389.0,Moderate,2021-03-10,settled,0,10,1,False,3389.0,False,CUST24259,27,Male,Employed,Glasgow,17265,9,Van,9,Good,1.0,1.0,True,False,False,False,False,True
CLM31891,POL12162,2024-04-24,2024-04-28,Fire,Low,False,False,44456,37825.0,Moderate,2024-07-04,settled,0,4,6,True,37825.0,False,CUST22162,63,Female,Unemployed,Leeds,10098,41,Van,13,Good,,,,,,,,
CLM31892,POL14220,2024-07-09,2024-07-09,Theft,Low,False,False,3829,2495.0,Minor,2024-09-16,settled,0,7,1,False,2495.0,False,CUST24220,19,Female,Unemployed,Liverpool,12071,0,Sedan,15,Fair,2.0,1.0,True,False,False,False,True,True
CLM31893,POL12361,2023-01-21,2023-01-24,Collision,Medium,False,False,5877,3713.0,Moderate,2023-04-23,settled,0,1,1,False,3713.0,False,CUST22361,67,Male,Retired,Cardiff,16336,46,Coupe,2,Poor,,,,,,,,
CLM31894,POL13666,2025-01-05,2025-01-05,Weather,High,False,False,36283,35627.0,Severe,2025-10-07,settled,0,1,6,True,35627.0,False,CUST23666,37,Male,Employed,Bristol,11792,18,Sedan,5,Good,1.0,1.0,True,False,False,False,True,False
CLM31895,POL10703,2020-01-14,2020-01-15,Theft,Low,False,False,4235,5532.0,Minor,2020-03-02,settled,0,1,2,False,5532.0,False,CUST20703,66,Male,Retired,Newcastle,20784,47,Hatchback,17,Excellent,,,,,,,,
CLM31896,POL10672,2021-08-26,2021-08-28,Collision,Low,False,False,5477,4674.0,Moderate,2021-10-28,settled,0,8,5,True,4674.0,False,CUST20672,57,Female,Unemployed,Liverpool,6514,36,SUV,20,Good,1.0,1.0,True,False,False,False,True,False
CLM31897,POL14757,2021-08-20,2021-08-21,Weather,Low,False,False,3972,2664.0,Minor,2021-11-11,settled,0,8,5,True,2664.0,False,CUST24757,34,Female,Employed,Birmingham,8300,15,Sedan,16,Excellent,,,,,,,,
CLM31898,POL13961,2023-09-20,2023-09-23,Collision,High,False,True,2194,2524.0,Minor,2024-04-19,settled,0,9,5,True,2524.0,False,CUST23961,40,Male,Self-Employed,Liverpool,10958,19,Hatchback,3,Excellent,1.0,1.0,True,False,False,False,True,False
CLM31899,POL11068,2021-02-13,2021-02-13,Fire,Medium,False,False,260917,239560.0,Severe,2021-06-13,settled,0,2,5,True,170896.0200000001,True,CUST21068,34,Male,Employed,Edinburgh,9172,15,Hatchback,15,Fair,,,,,,,,
CLM31900,POL10001,2025-07-30,2025-07-30,Collision,Low,False,False,4429,4993.0,Moderate,2025-10-02,settled,0,7,2,False,4993.0,False,CUST20001,53,Female,Unemployed,Bristol,13275,31,Motorcycle,11,Poor,,,,,,,,
CLM31901,POL13903,2021-12-01,2021-12-06,Weather,Low,False,False,3099,1964.0,Minor,2022-01-15,settled,0,12,0,False,1964.0,False,CUST23903,58,Male,Retired,Manchester,9825,38,SUV,15,Good,,,,,,,,
CLM31902,POL10436,2024-03-22,2024-03-25,Vandalism,Low,False,False,1110,600.0,Minor,2024-05-03,settled,0,3,0,False,600.0,False,CUST20436,32,Female,Employed,Newcastle,17741,10,Hatchback,19,Excellent,2.0,1.0,True,False,False,False,True,True
CLM31903,POL13326,2020-12-16,2020-12-16,Theft,Low,False,False,14564,9369.0,Moderate,2021-03-19,settled,0,12,2,False,9369.0,False,CUST23326,51,Female,Self-Employed,Manchester,10302,29,Sedan,12,Excellent,1.0,1.0,True,False,False,False,False,True
CLM31904,POL14993,2020-02-03,2020-02-10,Collision,High,False,False,15260,19365.0,Major,2021-03-30,settled,0,2,0,False,19365.0,False,CUST24993,38,Male,Unemployed,Birmingham,6302,17,SUV,13,Poor,,,,,,,,
CLM31905,POL10813,2020-03-27,2020-03-29,Fire,Low,False,False,14919,8359.0,Minor,2020-06-25,settled,0,3,6,True,8359.0,False,CUST20813,21,Female,Employed,Cardiff,14413,0,Sedan,11,Excellent,,,,,,,,
CLM31906,POL13346,2019-07-19,2019-07-20,Weather,Medium,False,False,43492,42390.0,Severe,2019-12-25,settled,0,7,5,True,42390.0,False,CUST23346,59,Female,Unemployed,Liverpool,6256,40,Coupe,3,Excellent,1.0,1.0,True,False,False,False,True,False
CLM31907,POL13505,2023-10-14,2023-10-19,Collision,Low,False,True,3276,2671.0,Moderate,2023-11-20,settled,0,10,3,False,2671.0,False,CUST23505,68,Female,Retired,Liverpool,12092,48,Sedan,5,Poor,2.0,1.0,True,False,False,False,False,True
CLM31908,POL14618,2020-08-26,2020-08-27,Collision,Low,False,False,2603,2540.0,Minor,,open,1,8,3,False,2540.0,False,CUST24618,56,Male,Employed,Newcastle,8100,37,Hatchback,4,Good,,,,,,,,
CLM31909,POL12687,2023-09-16,2023-09-16,Vandalism,Low,False,False,1028,558.0,Minor,2023-11-02,settled,0,9,5,True,558.0,False,CUST22687,72,Male,Employed,Bristol,12443,51,Van,16,Good,,,,,,,,
CLM31910,POL11187,2019-09-13,2019-09-15,Collision,Medium,False,False,5899,2540.0,Moderate,,open,1,9,6,True,2540.0,False,CUST21187,65,Male,Retired,Newcastle,11794,44,Motorcycle,7,Good,,,,,,,,
CLM31911,POL12206,2022-04-20,2022-04-21,Collision,Low,False,False,2461,2783.0,Minor,2022-06-04,settled,0,4,3,False,2783.0,False,CUST22206,59,Male,Retired,Glasgow,17134,40,Hatchback,5,Fair,,,,,,,,
CLM31912,POL12977,2022-08-12,2022-08-12,Vandalism,Low,False,False,1029,555.0,Minor,2022-11-10,settled,0,8,4,False,555.0,False,CUST22977,21,Male,Student,Newcastle,15978,0,Motorcycle,16,Fair,,,,,,,,
CLM31913,POL10368,2019-06-11,2019-06-11,Theft,High,False,False,380529,417852.0,Catastrophic,2020-09-09,settled,0,6,1,False,170896.0200000001,True,CUST20368,18,Male,Employed,Glasgow,17936,0,Sedan,9,Fair,,,,,,,,
CLM31914,POL11300,2024-11-18,2024-11-20,Weather,Low,False,False,22844,20436.0,Major,2025-02-23,settled,0,11,2,False,20436.0,False,CUST21300,51,Male,Employed,Leeds,12850,30,Hatchback,16,Fair,,,,,,,,
CLM31915,POL12325,2024-10-17,2024-10-17,Other,High,False,True,40222,40565.0,Severe,2025-10-23,settled,0,10,3,False,40565.0,False,CUST22325,42,Male,Employed,Liverpool,5872,22,Hatchback,15,Good,,,,,,,,
CLM31916,POL10358,2021-12-21,2021-12-21,Collision,Low,False,False,4830,3756.0,Moderate,2022-03-14,settled,0,12,1,False,3756.0,False,CUST20358,40,Female,Employed,Edinburgh,20505,20,Motorcycle,8,Excellent,1.0,1.0,True,False,False,False,True,False
CLM31917,POL11494,2022-01-29,2022-01-29,Collision,Low,False,False,4588,4159.0,Moderate,2022-03-14,settled,0,1,5,True,4159.0,False,CUST21494,69,Female,Retired,Glasgow,11303,47,Van,19,Good,,,,,,,,
CLM31918,POL13377,2020-06-25,2020-06-25,Collision,High,False,False,21975,17986.0,Severe,2021-05-23,settled,0,6,3,False,17986.0,False,CUST23377,29,Female,Employed,Birmingham,10603,7,Sedan,17,Excellent,,,,,,,,
CLM31919,POL14343,2020-09-01,2020-09-01,Vandalism,Low,False,False,1220,855.0,Minor,2020-11-22,settled,0,9,1,False,855.0,False,CUST24343,31,Female,Employed,Glasgow,12763,12,SUV,5,Good,,,,,,,,
CLM31920,POL14637,2022-10-08,2022-10-08,Weather,High,True,True,24724,21381.0,Major,2023-08-28,settled,0,10,5,True,21381.0,False,CUST24637,75,Male,Retired,London,12681,56,Sedan,3,Good,2.0,2.0,True,True,False,True,False,True
CLM31921,POL12357,2024-06-02,2024-06-09,Weather,Medium,False,False,5096,3721.0,Moderate,2024-09-30,settled,0,6,6,True,3721.0,False,CUST22357,54,Female,Retired,Bristol,15568,33,Sedan,11,Fair,,,,,,,,
CLM31922,POL14478,2021-03-25,2021-03-26,Fire,High,False,False,292056,274830.0,Severe,2022-08-27,settled,0,3,4,False,170896.0200000001,True,CUST24478,53,Male,Retired,Edinburgh,11161,32,Hatchback,8,Fair,,,,,,,,
CLM31923,POL11674,2020-01-29,2020-01-31,Collision,Low,False,False,2307,1363.0,Minor,2020-04-24,settled,0,1,4,False,1363.0,False,CUST21674,36,Male,Student,Birmingham,5070,18,Sedan,17,Good,,,,,,,,
CLM31924,POL14025,2020-12-20,2020-12-21,Collision,High,False,False,40149,36851.0,Severe,2022-02-27,settled,0,12,0,False,36851.0,False,CUST24025,28,Male,Employed,Liverpool,13738,10,Hatchback,0,Excellent,,,,,,,,
CLM31925,POL10483,2020-04-09,2020-04-10,Weather,Low,False,False,3344,2769.0,Minor,2020-05-20,settled,0,4,4,False,2769.0,False,CUST20483,55,Female,Retired,Leeds,12783,33,Van,3,Good,,,,,,,,
CLM31926,POL14213,2021-05-15,2021-05-17,Collision,Medium,False,False,2027,1564.0,Minor,2021-10-07,settled,0,5,0,False,1564.0,False,CUST24213,68,Female,Retired,Glasgow,7526,50,Sedan,10,Good,,,,,,,,
CLM31927,POL11403,2024-04-03,2024-04-04,Collision,Low,False,False,3170,2618.0,Minor,2024-06-26,settled,0,4,3,False,2618.0,False,CUST21403,76,Female,Retired,Bristol,8490,54,Hatchback,11,Fair,1.0,2.0,False,True,False,False,True,False
CLM31928,POL10801,2019-01-04,2019-01-05,Collision,Medium,True,False,7098,4983.0,Moderate,2019-03-08,settled,0,1,5,True,4983.0,False,CUST20801,76,Female,Retired,Newcastle,5947,57,Sedan,10,Fair,1.0,1.0,True,False,False,True,False,False
CLM31929,POL11996,2022-10-06,2022-10-07,Vandalism,Low,False,False,3160,2026.0,Moderate,2022-12-04,settled,0,10,4,False,2026.0,False,CUST21996,20,Female,Student,Leeds,8780,0,Sedan,13,Poor,,,,,,,,
CLM31930,POL12871,2024-12-05,2024-12-10,Collision,Low,False,False,2257,1726.0,Minor,2025-02-25,settled,0,12,1,False,1726.0,False,CUST22871,46,Female,Employed,Birmingham,13756,27,Hatchback,6,Good,1.0,1.0,True,False,False,False,False,True
CLM31931,POL13198,2025-02-18,2025-02-18,Collision,Low,False,False,5314,4988.0,Moderate,2025-05-14,settled,0,2,1,False,4988.0,False,CUST23198,23,Male,Student,Leeds,13568,5,SUV,1,Fair,,,,,,,,
CLM31932,POL11155,2022-11-08,2022-11-09,Collision,Medium,False,False,4968,4504.0,Moderate,2023-01-23,settled,0,11,2,False,4504.0,False,CUST21155,25,Male,Employed,Cardiff,25656,5,Coupe,7,Fair,1.0,2.0,False,True,False,False,True,False
CLM31933,POL13124,2023-12-16,2023-12-22,Collision,Low,False,False,5037,3773.0,Moderate,2024-02-11,settled,0,12,4,False,3773.0,False,CUST23124,48,Male,Employed,Cardiff,11398,30,Coupe,1,Poor,2.0,1.0,True,False,False,False,True,True
CLM31934,POL13396,2024-11-25,2024-11-27,Collision,Medium,False,False,104290,113365.0,Catastrophic,2025-06-01,settled,0,11,2,False,113365.0,False,CUST23396,48,Male,Self-Employed,Newcastle,18650,29,Sedan,14,Good,,,,,,,,
CLM31935,POL10807,2020-03-03,2020-03-04,Collision,Medium,False,False,130214,110773.0,Catastrophic,2020-09-28,settled,0,3,2,False,110773.0,False,CUST20807,31,Female,Employed,Bristol,15142,11,Sedan,17,Excellent,,,,,,,,
CLM31936,POL11006,2025-07-30,2025-07-30,Collision,Low,False,True,1219,891.0,Minor,2025-10-09,settled,0,7,2,False,891.0,False,CUST21006,54,Male,Employed,Edinburgh,13493,34,SUV,18,Excellent,1.0,1.0,True,False,False,True,False,False
CLM31937,POL12322,2019-09-07,2019-10-07,Other,Low,False,True,65020,68131.0,Severe,2020-02-01,settled,0,10,0,False,68131.0,False,CUST22322,52,Female,Employed,Liverpool,17389,34,SUV,4,Fair,1.0,1.0,True,False,False,True,False,False
CLM31938,POL13122,2019-06-15,2019-06-17,Weather,Low,False,False,6176,3720.0,Moderate,2019-09-07,settled,0,6,0,False,3720.0,False,CUST23122,47,Male,Self-Employed,Birmingham,5919,26,SUV,9,Good,1.0,1.0,True,False,False,False,True,False
CLM31939,POL10452,2022-03-08,2022-03-08,Weather,Low,False,False,8321,7112.0,Moderate,2022-05-21,settled,0,3,1,False,7112.0,False,CUST20452,44,Male,Unemployed,Newcastle,19850,26,SUV,9,Good,,,,,,,,
CLM31940,POL13506,2023-03-07,2023-03-13,Weather,Low,False,False,2051,1624.0,Minor,2023-05-01,settled,0,3,0,False,1624.0,False,CUST23506,73,Female,Retired,London,13146,53,Sedan,10,Excellent,,,,,,,,
CLM31941,POL10631,2024-01-31,2024-02-03,Weather,Low,False,False,2432,1506.0,Minor,2024-04-08,settled,0,2,5,True,1506.0,False,CUST20631,72,Female,Retired,Liverpool,8702,50,Hatchback,0,Good,,,,,,,,
CLM31942,POL13161,2024-08-11,2024-08-12,Vandalism,Low,False,True,907,1556.5,Minor,,open,1,8,0,False,1556.5,False,CUST23161,42,Male,Employed,Glasgow,12920,23,Hatchback,15,Good,,,,,,,,
CLM31943,POL13854,2023-04-28,2023-04-28,Collision,Low,False,False,13659,17115.0,Major,2023-07-09,settled,0,4,4,False,17115.0,False,CUST23854,73,Male,Retired,Glasgow,1780,53,Hatchback,9,Fair,,,,,,,,
CLM31944,POL14301,2023-04-23,2023-04-23,Collision,Low,False,False,2650,1976.0,Minor,2023-05-29,settled,0,4,6,True,1976.0,False,CUST24301,66,Female,Self-Employed,Leeds,9048,45,SUV,5,Excellent,,,,,,,,
CLM31945,POL12256,2025-02-28,2025-03-03,Collision,Medium,False,False,169482,155844.0,Catastrophic,2025-11-03,settled,0,3,0,False,155844.0,False,CUST22256,77,Male,Unemployed,Cardiff,9755,59,Hatchback,19,Good,,,,,,,,
CLM31946,POL11458,2019-07-18,2019-07-18,Collision,Medium,False,False,31620,28023.0,Severe,2020-01-15,settled,0,7,3,False,28023.0,False,CUST21458,78,Male,Retired,Cardiff,19054,58,Sedan,8,Fair,,,,,,,,
CLM31947,POL14576,2020-02-14,2020-02-14,Collision,Low,False,False,2065,1810.0,Minor,2020-04-24,settled,0,2,4,False,1810.0,False,CUST24576,39,Female,Employed,Newcastle,9074,19,Sedan,4,Good,,,,,,,,
CLM31948,POL10609,2022-04-09,2022-04-09,Collision,Low,False,False,1629,896.0,Minor,2022-05-17,settled,0,4,5,True,896.0,False,CUST20609,69,Male,Retired,Bristol,14670,50,Sedan,5,Good,,,,,,,,
CLM31949,POL11434,2019-07-19,2019-07-19,Theft,Low,False,False,5560,4049.0,Minor,2019-09-29,settled,0,7,4,False,4049.0,False,CUST21434,74,Female,Retired,Birmingham,10686,55,SUV,2,Good,,,,,,,,
CLM31950,POL10314,2023-10-06,2023-10-06,Collision,Low,False,False,1722,1402.0,Minor,2023-11-28,settled,0,10,4,False,1402.0,False,CUST20314,55,Female,Self-Employed,Manchester,13087,37,Sedan,16,Excellent,,,,,,,,
CLM31951,POL13413,2023-12-10,2023-12-10,Collision,Low,False,False,1966,1350.0,Minor,2024-01-23,settled,0,12,6,True,1350.0,False,CUST23413,58,Female,Employed,London,9709,38,SUV,19,Fair,1.0,1.0,True,False,False,False,True,False
CLM31952,POL10255,2024-07-08,2024-07-10,Collision,High,False,False,121146,127874.0,Catastrophic,2025-04-29,settled,0,7,2,False,127874.0,False,CUST20255,47,Female,Employed,Bristol,6493,29,Van,18,Poor,,,,,,,,
